sbd,yy,toan,van,khxh,khtn,ls,dl,gdcd,sh,vl,hh,ta
2061121,2002,7.6,7,-1,5.92,-1,-1,-1,5.75,6,6,7.8
2061122,2002,8.6,5.75,-1,7.17,-1,-1,-1,7.25,8.25,6,9.2
2061123,2002,7.4,7.25,6.92,-1,5,7.75,8,-1,-1,-1,5.8
2061124,2002,5.4,6,7.25,-1,5.5,7.5,8.75,-1,-1,-1,4.4
2061125,2002,7.2,6,-1,6.25,-1,-1,-1,6,6.5,6.25,6.4
2061126,2002,7.2,7,6.58,-1,4,8.25,7.5,-1,-1,-1,8.4
2061127,2002,7,6,-1,5.25,-1,-1,-1,3.5,5,7.25,4.6
2061128,2002,4.8,8,6.17,-1,4,6.75,7.75,-1,-1,-1,6.4
2061129,2002,7.8,6,-1,5.5,-1,-1,-1,4.75,7.25,4.5,6.2
2061130,2002,8.2,6.5,-1,4.67,-1,-1,-1,4.25,4.5,5.25,2.8
2061131,2002,8.8,6.5,-1,6.42,-1,-1,-1,5.5,7.5,6.25,7.8
2061132,2002,7.2,7,-1,6.33,-1,-1,-1,4.25,7,7.75,6.6
2061133,2002,6.4,5.25,5.67,-1,3,6.5,7.5,-1,-1,-1,2.8
2061134,2002,8.6,6.25,7.42,-1,7.25,6.5,8.5,-1,-1,-1,6
2061135,2002,6.6,8,7.67,-1,5.75,8.25,9,-1,-1,-1,5.6
2061136,2002,8,7.75,-1,6.42,-1,-1,-1,5.75,7.5,6,5.2
2061137,2002,6.4,7.25,-1,6.08,-1,-1,-1,5.5,6.25,6.5,5.8
2061138,2002,8.4,8,5.75,-1,4.25,5.5,7.5,-1,-1,-1,9
2061139,2002,7,7.25,8.25,-1,8,7,9.75,-1,-1,-1,7.4
2061140,2002,7.8,5.75,-1,5.5,-1,-1,-1,5,4.75,6.75,7.8
2061141,2002,7.6,8,-1,6.33,-1,-1,-1,5.5,6.75,6.75,9.2
2061142,2002,7.2,6.75,7.42,-1,5.25,8.5,8.5,-1,-1,-1,5.8
2061143,2002,7.2,7.5,7.83,-1,7,7.5,9,-1,-1,-1,6.6
2061144,2002,8.4,6.75,-1,7.17,-1,-1,-1,6.5,6.75,8.25,6
2061145,2002,6,5.25,-1,5.25,-1,-1,-1,4.75,4,7,6.6
2061146,2002,6.8,7,-1,5.08,-1,-1,-1,5.25,3,7,7.4
2061147,2002,9,7,-1,6.83,-1,-1,-1,6.75,7.25,6.5,6.6
2061148,2002,7.6,6.25,-1,6.5,-1,-1,-1,6.75,6.75,6,7
2061149,2002,4.2,5.5,5.83,-1,3.25,5.75,8.5,-1,-1,-1,2
2061150,2002,8.2,6,6.83,-1,6,6.25,8.25,-1,-1,-1,8.8
2061151,2002,6.2,7.5,-1,4.42,-1,-1,-1,4.5,4,4.75,4
2061152,2002,8,6.5,-1,6.67,-1,-1,-1,6.75,5.75,7.5,6
2061153,2002,8.2,8,7.33,-1,6.25,7.5,8.25,-1,-1,-1,7.8
2061154,2002,7,7,-1,4.92,-1,-1,-1,3.5,4,7.25,5.2
2061155,2002,5.8,7.25,6.58,-1,5,6.75,8,-1,-1,-1,4.4
2061156,2002,8.2,7.25,7,-1,4,8,9,-1,-1,-1,7
2061157,2002,6.8,6.75,5.92,-1,5,5.75,7,-1,-1,-1,6.2
2061158,2002,6.4,7,7.5,-1,6,7.25,9.25,-1,-1,-1,5.8
2061159,2002,8.2,8,8.08,-1,8,7.75,8.5,-1,-1,-1,6.6
2061160,2002,7.6,7.75,8.17,-1,7.75,7.5,9.25,-1,-1,-1,8
2061161,2002,7.6,7.75,-1,6.25,-1,-1,-1,5.5,7.25,6,5.6
2061162,2002,7,6.5,-1,6.33,-1,-1,-1,7.5,5.75,5.75,4
2061163,2002,8.2,8,8.17,-1,7,8.5,9,-1,-1,-1,7.2
2061164,2002,7.4,7.75,-1,6.08,-1,-1,-1,4.5,5.75,8,4.4
2061165,2002,7.6,7,6.08,-1,4.5,7.5,6.25,-1,-1,-1,5.4
2061166,2002,7.8,6.5,-1,6.42,-1,-1,-1,6,5.5,7.75,5.2
2061167,2002,6.2,4.5,-1,4.67,-1,-1,-1,6.25,4,3.75,6.8
2061168,2002,5.4,6,5.58,-1,3.75,5,8,-1,-1,-1,4
2061169,2002,7.4,6.5,-1,5.67,-1,-1,-1,4.75,6,6.25,5.8
2061170,2002,7,7.25,7,-1,5.75,6.5,8.75,-1,-1,-1,5
2061171,2002,7.6,8,6.33,-1,4,6.75,8.25,-1,-1,-1,6.4
2061172,2002,7.8,7.75,-1,7.5,-1,-1,-1,7.5,7,8,7.4
2061173,2002,5.2,6,-1,3,-1,-1,-1,3.75,2.25,3,5
2061174,2002,7.8,8.33,8.17,-1,7.5,8.5,8.5,-1,-1,-1,2.6
2061175,2002,8,7.75,6.92,-1,5.5,6.25,9,-1,-1,-1,6.4
2061176,2002,8.6,7,-1,6.92,-1,-1,-1,7,5.75,8,5
2061177,2002,6.2,7.5,6.67,-1,5.75,5.5,8.75,-1,-1,-1,6.4
2061178,2002,8.4,7.25,6.92,-1,6.25,6,8.5,-1,-1,-1,5.6
2061179,2002,7.6,7.5,-1,5.08,-1,-1,-1,5,5.25,5,8.4
2061180,2002,5,5.75,8.25,-1,7.5,8,9.25,-1,-1,-1,6.6
2061181,2002,8,6.75,-1,6.08,-1,-1,-1,6,5.25,7,7.6
2061182,2002,6,6.75,-1,5.33,-1,-1,-1,4.75,4.25,7,5.8
2061183,2002,7.6,7,-1,6.75,-1,-1,-1,6.5,6.75,7,6.4
2061184,2002,9.2,7,-1,7.25,-1,-1,-1,7.25,6.75,7.75,4.6
2061185,2002,6.4,7.25,7.58,-1,6,7.75,9,-1,-1,-1,6.2
2061186,2002,4.2,6,6.67,-1,6.25,6,7.75,-1,-1,-1,4.4
2061187,2002,8.2,7.5,-1,5.67,-1,-1,-1,5.25,4.75,7,8
2061188,2002,7,8.25,6.33,-1,4.25,6.5,8.25,-1,-1,-1,6.6
2061189,2002,8,8.25,-1,6.58,-1,-1,-1,5,7.5,7.25,5.2
2061190,2001,7.4,8,6.25,-1,3.5,7,8.25,-1,-1,-1,6
2061191,2002,8.2,8,7.17,-1,4.75,8,8.75,-1,-1,-1,7.8
2061192,2002,8.4,7.5,-1,7,-1,-1,-1,6.25,6.5,8.25,6.6
2061193,2002,4.6,7.5,6.33,-1,4.75,6,8.25,-1,-1,-1,4.6
2061194,2002,7.2,7.5,-1,7.17,-1,-1,-1,6.25,7,8.25,7.4
2061195,2002,7.6,7,-1,6.42,-1,-1,-1,6.75,4.5,8,6.2
2061196,2002,6.6,8,6.75,-1,5.25,6.5,8.5,-1,-1,-1,4.6
2061197,2002,7.6,6.5,-1,6,-1,-1,-1,5.25,6.5,6.25,6
2061198,2002,9.2,7,-1,8,-1,-1,-1,7,8.5,8.5,8.2
2061199,2002,8.2,7.25,6.75,-1,6.75,5.25,8.25,-1,-1,-1,7.8
2061200,2002,5.6,7,7.17,-1,5.75,7,8.75,-1,-1,-1,6.4
2061201,2002,8,7.75,-1,6.5,-1,-1,-1,6.5,6.25,6.75,5.4
2061202,2002,7.2,7.75,-1,5.42,-1,-1,-1,5.5,4.5,6.25,7
2061203,2002,4.4,7.25,-1,5.42,-1,-1,-1,5.5,5.5,5.25,3.6
2061204,2002,6.8,7,6.5,-1,5.25,6,8.25,-1,-1,-1,5.4
2061205,2002,6.2,7,-1,6.08,-1,-1,-1,6,6,6.25,5.2
2061206,2002,8.8,6.75,-1,6.83,-1,-1,-1,6.25,8.25,6,5.2
2061207,2002,8.8,6,-1,7,-1,-1,-1,5.5,7.25,8.25,6.4
2061208,2002,7,6.5,-1,5.5,-1,-1,-1,4.75,4.5,7.25,4.4
2061209,2002,8,5.75,-1,6.25,-1,-1,-1,4,8,6.75,3.8
2061210,2002,8.4,7.5,-1,7.25,-1,-1,-1,6.5,7,8.25,9
2061211,2002,8,7.25,-1,7,-1,-1,-1,6.5,6.75,7.75,3.4
2061212,2002,7.2,6.25,-1,5.67,-1,-1,-1,5.5,6,5.5,5
2061213,2002,6.2,7,-1,6.25,-1,-1,-1,6.5,6.5,5.75,3.2
2061214,2002,8,7,8.33,-1,8,7.5,9.5,-1,-1,-1,7.4
2061215,2002,7.6,6.75,-1,6.42,-1,-1,-1,5.25,5.75,8.25,6.4
2061216,2002,6.8,6.75,-1,4.83,-1,-1,-1,5,4.5,5,8.8
2061217,2002,7.4,6.75,-1,4.92,-1,-1,-1,5,4.25,5.5,6
2061218,2002,6.6,7.25,7.08,-1,6.75,6.25,8.25,-1,-1,-1,8.8
2061219,2002,8.2,7,-1,6.92,-1,-1,-1,7.25,6.75,6.75,5.4
2061220,2002,7.6,7,-1,6.58,-1,-1,-1,5.5,7.25,7,6.6
2061221,2002,7.4,6.5,-1,6.42,-1,-1,-1,5.25,6.25,7.75,5.6
2061222,2002,5.6,6,6.08,-1,6,5,7.25,-1,-1,-1,5.4
2061223,2002,7.4,5.5,7,-1,5.75,7,8.25,-1,-1,-1,6.8
2061224,2002,9,6.5,-1,6.92,-1,-1,-1,5.25,8.25,7.25,4.4
2061225,2002,6.8,7.5,-1,5.17,-1,-1,-1,3.75,5.25,6.5,5.2
2061226,2002,8,7.5,-1,6.75,-1,-1,-1,6.25,7.25,6.75,7.2
2061227,2002,6.8,7,6,-1,6.5,4.75,6.75,-1,-1,-1,4.2
2061228,2002,6.4,7.5,6.33,-1,5,6.25,7.75,-1,-1,-1,5.2
2061229,2002,6.4,6.75,-1,5.58,-1,-1,-1,4.75,4.75,7.25,4.6
2061230,2002,7.6,7,-1,5,-1,-1,-1,4.25,4.25,6.5,8.6
2061231,2002,6,8,7.25,-1,8,6.5,7.25,-1,-1,-1,7.8
2061232,2002,7,7.25,4.75,-1,3.75,4.25,6.25,-1,-1,-1,6.6
2061233,2002,9,6.75,-1,7.25,-1,-1,-1,5.25,8.25,8.25,7.8
2061234,2002,7.2,6,-1,5.58,-1,-1,-1,5.25,5.25,6.25,6
2061235,2002,7.2,7.25,7.17,-1,5.25,7,9.25,-1,-1,-1,6.2
2061236,2002,7.2,6.5,6,-1,3.25,7.25,7.5,-1,-1,-1,4.4
2061237,2002,8,7,-1,6.17,-1,-1,-1,6.75,7.5,4.25,7.2
2061238,2002,7,6.25,-1,5.42,-1,-1,-1,5,5.25,6,4
2061239,2002,8.2,7,-1,6.25,-1,-1,-1,5.25,6.25,7.25,6.2
2061240,2002,4.8,7.5,6.67,-1,4,7.5,8.5,-1,-1,-1,7.6
2061241,2002,7.6,7.75,-1,5.58,-1,-1,-1,5,5,6.75,7.4
2061242,2002,7.2,7,-1,6.17,-1,-1,-1,7,4.75,6.75,6.4
2061243,2002,9,6.75,-1,7.17,-1,-1,-1,6.25,7.75,7.5,6
2061244,2002,6.4,6.75,-1,5.25,-1,-1,-1,6.25,3.75,5.75,7
2061245,2002,7.6,5.75,-1,6.25,-1,-1,-1,6.25,6.25,6.25,7.2
2061246,2002,7.2,7.75,7.08,-1,5.5,8,7.75,-1,-1,-1,5.8
2061247,2002,7.4,6,-1,6.33,-1,-1,-1,5.25,7.5,6.25,7.2
2061248,2002,7.8,7.5,-1,6.33,-1,-1,-1,4.75,6.75,7.5,8.2
2061249,2002,6.8,6.5,-1,5.5,-1,-1,-1,5.5,6.25,4.75,6.2
2061250,2002,7.8,7.75,-1,7.5,-1,-1,-1,7.25,7.25,8,4.6
2061251,2002,9.8,5,-1,8,-1,-1,-1,8.75,6.25,9,7.2
2061252,2002,8.2,7,-1,6,-1,-1,-1,4.5,5.25,8.25,7
2061253,2002,6.2,6.5,-1,6.5,-1,-1,-1,6.5,6,7,-1
2061254,2002,9.2,5.5,-1,5.67,-1,-1,-1,4.75,6.25,6,8.4
2061255,2002,6.4,6.5,-1,6.67,-1,-1,-1,6,6,8,5.6
2061256,2002,9,7.25,-1,7.58,-1,-1,-1,7,8.25,7.5,7.4
2061257,2002,7.8,7,7.58,-1,4.75,9.25,8.75,-1,-1,-1,6
2061258,2002,6.6,7,7.83,-1,7.5,8.25,7.75,-1,-1,-1,5.8
2061259,2002,7.2,7,-1,6.5,-1,-1,-1,4.25,7.25,8,5.2
2061260,2002,7.4,7,-1,7.08,-1,-1,-1,8.5,5.75,7,8.8
2061261,2002,7.6,6.5,-1,4.67,-1,-1,-1,4,4.75,5.25,3.8
2061262,2002,7.6,6.5,-1,6.58,-1,-1,-1,5.5,7.25,7,7.4
2061263,2002,7,7.5,-1,7.42,-1,-1,-1,7.25,7.25,7.75,6
2061264,2002,8.2,7.5,-1,6.5,-1,-1,-1,6.5,5.75,7.25,8
2061265,2002,8.6,5.5,-1,7.17,-1,-1,-1,6.5,7.25,7.75,8.8
2061266,2002,8.2,6.25,7.42,-1,6.75,7.5,8,-1,-1,-1,6.6
2061267,2002,7.2,6.25,7.33,-1,5.75,7.5,8.75,-1,-1,-1,8
2061268,2002,7.2,7.5,-1,5.92,-1,-1,-1,5.5,6.25,6,6.4
2061269,2002,6.8,6.75,7.5,-1,5.5,7.75,9.25,-1,-1,-1,5.8
2061270,2002,8,7,-1,6.42,-1,-1,-1,6,5,8.25,7.8
2061271,2002,8,7,-1,3.83,-1,-1,-1,3.75,3.25,4.5,6.8
2061272,2002,7,5.75,-1,6.42,-1,-1,-1,6.25,5.5,7.5,4.6
2061273,2002,7.8,8.5,-1,6.17,-1,-1,-1,7.25,5.5,5.75,7.8
2061274,2002,7.6,7.5,-1,6.25,-1,-1,-1,5.5,6,7.25,7.8
2061275,2002,7.2,7.25,7.08,-1,6.25,7,8,-1,-1,-1,6.2
2061276,2002,7.4,7,-1,5.75,-1,-1,-1,6,5,6.25,7.6
2061277,2002,7.4,8,-1,6.75,-1,-1,-1,5.75,6.75,7.75,7
2061278,2002,5.6,7,7,-1,6,7,8,-1,-1,-1,7.4
2061279,2002,7.2,7,6.75,-1,5,7.25,8,-1,-1,-1,6.6
2061280,2002,6.6,7.75,6.75,-1,5.25,7.75,7.25,-1,-1,-1,5.6
2061281,2002,7.4,7,-1,5.25,-1,-1,-1,3.5,5.75,6.5,3.6
2061282,2002,8,7,-1,4.67,-1,-1,-1,5.25,4.75,4,8.2
2061283,2002,7.2,7.5,7.58,-1,7.5,7,8.25,-1,-1,-1,5.6
2061284,2002,8.4,7.25,-1,7.08,-1,-1,-1,6.75,7,7.5,4.6
2061285,2002,6.6,7.75,-1,4.58,-1,-1,-1,4,4,5.75,6
2061286,2002,7.2,7.75,8.17,-1,7.5,7.5,9.5,-1,-1,-1,5.4
2061287,2002,5.6,7.75,-1,5.17,-1,-1,-1,6.25,3.75,5.5,4.8
2061288,2002,5.6,7.5,7.5,-1,6.5,7.75,8.25,-1,-1,-1,8
2061289,2002,7,7.25,-1,6.42,-1,-1,-1,6.5,6.75,6,8
2061290,2000,7.8,5.75,-1,7.5,-1,-1,-1,5.5,7.5,9.5,6.8
2061291,2002,8.6,6.25,-1,6.58,-1,-1,-1,5.75,7,7,8.2
2061292,2002,6.6,6.5,-1,5.08,-1,-1,-1,3.75,7.5,4,6.4
2061293,2002,8.4,7.5,-1,7.17,-1,-1,-1,5.75,7,8.75,7.2
2061294,2002,7.4,6.75,-1,7.67,-1,-1,-1,7.25,7.5,8.25,5.6
2061295,2002,7.4,6,-1,6.08,-1,-1,-1,4,6.5,7.75,7.6
2061296,2002,7.4,6.5,-1,6.08,-1,-1,-1,5,6.75,6.5,3.6
2061297,2002,7.4,6,7.17,-1,7,5.5,9,-1,-1,-1,3.4
2061298,2002,8,5.75,-1,4.83,-1,-1,-1,5.25,3.75,5.5,4.4
2061299,2002,6.4,6,7.25,-1,5.75,7.25,8.75,-1,-1,-1,6.6
2061300,2002,7,6.5,-1,7.33,-1,-1,-1,7,7.5,7.5,8.2
2061301,2002,6.2,8.25,6.67,-1,3.25,8,8.75,-1,-1,-1,5
2061302,2002,8.6,5.5,-1,7.17,-1,-1,-1,5.5,7.25,8.75,5.2
2061303,2001,9,7,8.75,-1,8.5,8.5,9.25,-1,-1,-1,9
2061304,2002,6.6,5.75,-1,4.92,-1,-1,-1,6.5,3.5,4.75,9.4
2061305,2002,6.8,7,-1,7,-1,-1,-1,6.25,7.5,7.25,6.2
2061306,2002,7,6.5,-1,3.75,-1,-1,-1,4.75,2.5,4,6.2
2061307,2002,7.8,5.75,-1,7.08,-1,-1,-1,5.75,7.25,8.25,6.2
2061308,2002,8.2,7.25,-1,6.5,-1,-1,-1,6.25,7.25,6,6.2
2061309,2002,8,7.5,7.67,-1,6.75,7.75,8.5,-1,-1,-1,7.2
2061310,2002,6,6,-1,5.08,-1,-1,-1,5,4.5,5.75,6
2061311,2002,8.8,6.5,-1,5.75,-1,-1,-1,4.5,5.25,7.5,8.4
2061312,2002,7.8,6.75,-1,5.75,-1,-1,-1,4.5,6.25,6.5,6.4
2061313,2002,5.8,7,7.33,-1,5.75,7.5,8.75,-1,-1,-1,6.6
2061314,2002,5.2,7,7.92,-1,8,8,7.75,-1,-1,-1,5.6
2061315,2001,5.2,7.5,7.83,-1,7,8,8.5,-1,-1,-1,6
2061316,2002,7.2,6.5,-1,5.83,-1,-1,-1,4.75,7.5,5.25,6.4
2061317,2002,8,7,-1,6.17,-1,-1,-1,5.25,6.5,6.75,5.8
2061318,2002,8.2,7,8.75,-1,8.75,8.5,9,-1,-1,-1,5.8
2061319,2002,8.2,6,-1,5.67,-1,-1,-1,3.75,6.25,7,3.4
2061320,2002,7.6,6.75,-1,6.33,-1,-1,-1,6.25,5.5,7.25,7.6
2061321,2002,7.4,7,-1,6.83,-1,-1,-1,6.75,6.5,7.25,6
2061322,2002,5.6,7,-1,5.25,-1,-1,-1,5,6,4.75,4.4
2061323,2002,8,8.5,8.58,-1,8.75,7.75,9.25,-1,-1,-1,8.2
2061324,2002,7.4,7.5,6.92,-1,6.5,6.75,7.5,-1,-1,-1,5
2061325,2002,7,6.5,-1,5.75,-1,-1,-1,5.5,6.75,5,6
2061326,2002,7.6,7.75,7.33,-1,6.25,7.25,8.5,-1,-1,-1,5.8
2061327,2002,8,7.25,-1,6.58,-1,-1,-1,7,7.25,5.5,6.8
2061328,2002,8.2,6.75,-1,6.75,-1,-1,-1,6.5,6,7.75,7.2
2061329,2002,7.2,7.5,-1,5.5,-1,-1,-1,5.5,5.25,5.75,6.6
2061330,2002,8.4,7.75,-1,6.25,-1,-1,-1,5.5,5.5,7.75,6.6
2061331,2002,6.4,6.75,7.08,-1,7,7,7.25,-1,-1,-1,4.4
2061332,2002,7.2,6.5,6.08,-1,4.25,6,8,-1,-1,-1,5.2
2061333,2002,6,6.75,6.5,-1,5,6.75,7.75,-1,-1,-1,4.6
2061334,2002,7.6,7.75,6.67,-1,5.75,6.5,7.75,-1,-1,-1,6.2
2061335,2002,8.2,6,-1,7.58,-1,-1,-1,6.75,7,9,8.8
2061336,2002,8.6,6.75,-1,6.75,-1,-1,-1,4.75,7.5,8,6
2061337,2002,7.2,6.25,-1,4.58,-1,-1,-1,3.25,3.5,7,5.2
2061338,2002,6.8,7,-1,6.58,-1,-1,-1,5.75,7.25,6.75,5
2061339,2002,7.8,8.5,6.58,-1,5.25,6.75,7.75,-1,-1,-1,5.4
2061340,2002,6.6,6.75,5.42,-1,3.75,6,6.5,-1,-1,-1,6.6
2061341,2002,7.2,6.75,8,-1,7.25,7.5,9.25,-1,-1,-1,8
2061342,2002,6.8,7.75,6.42,-1,5.5,5,8.75,-1,-1,-1,6.2
2061343,2002,7,6.25,-1,6.92,-1,-1,-1,6,7.5,7.25,7.4
2061344,2002,6.4,7,6.67,-1,5.75,7.25,7,-1,-1,-1,-1
2061345,2002,8.2,5.75,-1,7.5,-1,-1,-1,7,8,7.5,7.6
2061346,2002,7.4,8.25,7.25,-1,5.25,8.5,8,-1,-1,-1,6.2
2061347,2002,7.2,7.75,7.92,-1,7.5,7.5,8.75,-1,-1,-1,6.8
2061348,2002,8,7,-1,5.42,-1,-1,-1,5.75,5.5,5,6.8
2061349,2002,4.4,6.5,6.25,-1,3.75,7.5,7.5,-1,-1,-1,4.8
2061350,2002,7.6,7.5,6.58,-1,4.75,6.5,8.5,-1,-1,-1,6.6
2061351,2002,7.6,7.33,5.92,-1,3.75,6.75,7.25,-1,-1,-1,5.4
2061352,2002,7.2,5.75,-1,5.75,-1,-1,-1,4.5,6.75,6,5.4
2061353,2002,7,6.5,-1,4.75,-1,-1,-1,5,4,5.25,4.8
2061354,2002,6.8,7,-1,5.83,-1,-1,-1,4.75,5.5,7.25,4.8
2061355,2002,8.8,7.5,-1,7.17,-1,-1,-1,5.5,8.5,7.5,7
2061356,2002,4.2,7,6.17,-1,3.5,7.25,7.75,-1,-1,-1,4.6
2061357,2002,5.4,5.75,5.58,-1,4.25,5.75,6.75,-1,-1,-1,3.4
2061358,2002,7.8,7.5,6.67,-1,5.75,6,8.25,-1,-1,-1,6.4
2061359,2001,5,6.75,6.33,-1,5,6,8,-1,-1,-1,7.6
2061360,2002,8.2,8.5,7,-1,5.5,7,8.5,-1,-1,-1,6
2061361,2002,5.4,6.25,-1,4.08,-1,-1,-1,4.75,4,3.5,4.4
2061362,2002,7,7.25,-1,5.58,-1,-1,-1,5,5,6.75,4.6
2061363,2002,6,4.25,7.08,-1,5.75,8,7.5,-1,-1,-1,2.6
2061364,2002,6.2,6,-1,4,-1,-1,-1,5,2,5,5.2
2061365,2002,7.4,6.25,-1,7.17,-1,-1,-1,6,7.5,8,6
2061366,2002,8.2,6,-1,5.33,-1,-1,-1,5,7,4,8.4
2061367,2002,6,4.75,6.67,-1,5.25,7,7.75,-1,-1,-1,2.4
2061368,2002,8,6,-1,6,-1,-1,-1,3.75,6.75,7.5,4.2
2061369,2002,7.4,7,-1,6,-1,-1,-1,4.5,6.5,7,8.6
2061370,2002,7.8,8.25,-1,6.5,-1,-1,-1,5.25,7.25,7,7.2
2061371,2002,8.4,8,-1,8,-1,-1,-1,7.75,8,8.25,6.8
2061372,2002,8.2,7.25,-1,6,-1,-1,-1,4,6,8,6.2
2061373,2002,7.4,6.5,-1,7,-1,-1,-1,5.5,7.75,7.75,5.2
2061374,2002,7,7.5,7.08,-1,5.75,7.5,8,-1,-1,-1,5.4
2061375,2002,7.4,7.75,-1,7.17,-1,-1,-1,6.75,6.5,8.25,8.6
2061376,2002,7,6.25,-1,5.5,-1,-1,-1,5.5,4.25,6.75,4.4
2061377,2002,7.8,7.5,-1,6.42,-1,-1,-1,6,6.25,7,6.8
2061378,2002,8.4,7.75,-1,6.5,-1,-1,-1,5.5,6.75,7.25,6.2
2061379,2002,6.8,6.5,6.75,-1,6.25,6.5,7.5,-1,-1,-1,4.6
2061380,2002,6,6.75,6.5,-1,4,7.25,8.25,-1,-1,-1,8.4
2061381,2002,7.8,8.75,-1,7.33,-1,-1,-1,6.75,7.5,7.75,6.8
2061382,2002,7.2,7,6.08,-1,5,6.25,7,-1,-1,-1,5.6
2061383,2002,6.2,6.25,7.58,-1,7.25,7.25,8.25,-1,-1,-1,7.4
2061384,2002,8.6,6.5,-1,6.5,-1,-1,-1,5.25,6.5,7.75,4.8
2061385,2002,7,6.5,-1,5.83,-1,-1,-1,4.25,5.5,7.75,3.6
2061386,2002,7.4,6.5,-1,6.67,-1,-1,-1,6,6.25,7.75,7
2061387,2002,4.6,6.5,5.92,-1,4.5,6.5,6.75,-1,-1,-1,3.2
2061388,2002,7.8,6.75,-1,6.5,-1,-1,-1,6,8,5.5,7.4
2061389,2002,6.8,6.5,7.92,-1,8,7.5,8.25,-1,-1,-1,4.4
2061390,2002,7.2,6.75,7.25,-1,6.25,7.75,7.75,-1,-1,-1,5.2
2061391,2002,7.2,6.75,-1,6.33,-1,-1,-1,5.5,6.75,6.75,4.6
2061392,2002,8.4,7.25,-1,6.83,-1,-1,-1,6,7,7.5,8.8
2061393,2002,5,6.5,7.08,-1,6.5,7.25,7.5,-1,-1,-1,7.6
2061394,2002,7.4,6.75,-1,6.75,-1,-1,-1,6.25,6.5,7.5,8.8
2061395,2002,6.2,7.25,7.83,-1,7.75,7.5,8.25,-1,-1,-1,4.6
2061396,2002,5.6,7,6.92,-1,4.75,7.25,8.75,-1,-1,-1,4.2
2061397,2002,8.6,7.25,-1,7.58,-1,-1,-1,7,7.25,8.5,5
2061398,2002,7.8,6.75,-1,5.25,-1,-1,-1,5,5.25,5.5,5.8
2061399,2002,6.8,5.75,5.83,-1,4.25,5.75,7.5,-1,-1,-1,4.4
2061400,2002,7.8,7.5,-1,6.83,-1,-1,-1,6.75,5.75,8,-1
2061401,2002,8.2,8,-1,5.17,-1,-1,-1,5,5,5.5,5.4
2061402,2002,7.4,8,-1,5.58,-1,-1,-1,5,6,5.75,6.4
2061403,2001,4.8,5,6.08,-1,4,6.75,7.5,-1,-1,-1,2.4
2061404,2002,7.4,6.5,-1,5.25,-1,-1,-1,3.5,5,7.25,5.8
2061405,2002,6.8,7.5,6.42,-1,3.25,7,9,-1,-1,-1,7.6
2061406,2002,8,8.5,8.08,-1,6.5,8.5,9.25,-1,-1,-1,7.4
2061407,2002,7.4,6,-1,4.92,-1,-1,-1,4.5,4.25,6,7.2
2061408,2002,6.8,6.75,6.42,-1,4.75,6.75,7.75,-1,-1,-1,3.2
2061409,2002,8.4,6.25,-1,6.92,-1,-1,-1,5.25,8.25,7.25,8.2
2061410,2002,8.4,7.25,7.25,-1,6.75,6.75,8.25,-1,-1,-1,5.8
2061411,2001,6.8,6.25,-1,5.83,-1,-1,-1,5.5,5.75,6.25,8.4
2061412,2002,8,6.75,-1,7.33,-1,-1,-1,5.75,8,8.25,6.6
2061413,2002,8.4,8,-1,7.67,-1,-1,-1,6.25,8.5,8.25,6.4
2061414,2001,6.8,6.5,7.83,-1,6.75,8,8.75,-1,-1,-1,7.2
2061415,2002,8,6.83,-1,6.08,-1,-1,-1,6,5.75,6.5,5.8
2061416,2002,7.4,7.75,-1,6.08,-1,-1,-1,6,6.75,5.5,5
2061417,2002,7.8,6.5,-1,7,-1,-1,-1,7.25,6.5,7.25,3.6
2061418,2002,7.2,6.75,-1,6.42,-1,-1,-1,5.75,6.25,7.25,7.2
2061419,2002,5.6,6.5,6.5,-1,5,6.75,7.75,-1,-1,-1,6.8
2061420,2002,7.8,6.5,6.75,-1,4.75,7.5,8,-1,-1,-1,5.2
2061421,2002,6.2,7.5,7.67,-1,6.75,7.5,8.75,-1,-1,-1,5.8
2061422,2002,8,7.5,6.75,-1,4.75,7.25,8.25,-1,-1,-1,6.4
2061423,2002,7.8,7.5,6,-1,4.5,4.75,8.75,-1,-1,-1,6
2061424,2002,8.8,7.5,7.75,-1,6.5,7.5,9.25,-1,-1,-1,6.6
2061425,2002,6.4,6.25,7.17,-1,5.5,7.75,8.25,-1,-1,-1,4
2061426,2002,8.2,7.5,6.58,-1,5,6.5,8.25,-1,-1,-1,6
2061427,2002,7,7,6.67,-1,5.75,6.25,8,-1,-1,-1,4
2061428,2002,7.2,6.75,8.58,-1,8.75,7.75,9.25,-1,-1,-1,5.8
2061429,2002,8.6,8,8.08,-1,6.75,8,9.5,-1,-1,-1,7.2
2061430,2002,5,8,7.92,-1,7.5,7.75,8.5,-1,-1,-1,5.4
2061431,2002,7,7,8,-1,7.75,6.5,9.75,-1,-1,-1,4.8
2061432,2002,8.8,7.5,9.42,-1,9.25,9.5,9.5,-1,-1,-1,8
2061433,2002,7.6,8,6.75,-1,4.25,7.25,8.75,-1,-1,-1,5.4
2061434,2002,7.2,6.5,-1,3.33,-1,-1,-1,4.25,2.75,3,7.2
2061435,2002,6.2,7.5,7.17,-1,5.25,7.5,8.75,-1,-1,-1,5
2061436,2002,6.6,5.75,-1,4.75,-1,-1,-1,4.25,4,6,6.8
2061437,2002,8.8,5.5,-1,6.42,-1,-1,-1,6.5,5.25,7.5,5.4
